issue	created	updated	author	comments	type	labels	repro	run	title	verdict	dup	settype	settitle	addlabels	rmlabels	action	note
662	2017-07-27	2026-08-14	DanGrayson	2	Bug	Core	m2	clean	Frobenius powers	stands		Bug		Core		comment	still open, code byte-identical to 2017 at m2/matrix1.m2:562. Answered mahrud's unanswered 2024 question 'what's an example where it's not well-defined': R=QQ[x,y]/(x^2*y-y^3), ideal(x^2)==ideal(x^2,y^3) but their [3,2] powers are ideal(x^6) vs ideal(x^6,y^6). Mechanism: the result is the extension along phi=map(R,R,{x_i^e_i}), generator-independent iff phi is an endomorphism; over a polynomial ring it always is (76 equal-ideal pairs, 0 failures) but over a quotient x_i->x_i^e_i need not carry the defining ideal into itself and M2 does not check (40 of 2274 cases disagree). Sound on polynomial rings, unsound on quotients -- narrower than the title. Comment lists three remedies. PROPOSED retype Feature->Bug (pre-existing Feature, not mine): equal ideals giving unequal results is a correctness defect, not a missing feature
666	2017-07-28	2026-08-14	DanGrayson	2	Feature	Interpreter	prose	n/a	global protected symbols -- unowned by a package	stands		Feature		Interpreter		keep	stands, design question, unresolved. Already commented 2026-08-08 in the bugs/ sweep -- that comment pairs this against bugs/dan/1-package-symbols (2009), where Dan asked the same collision question and wanted the OPPOSITE answer (package-private globals vs Core-shared globals here). Nothing further to add, so no second comment. Dan's own 2020 follow-up 'we could do the same thing for method functions' is also unanswered. Feature: proposes a new paradigm, not a defect. Interpreter for the dictionary/symbol machinery (d/ plus m2/packages.m2)
676	2017-07-30	2026-08-14	DanGrayson	4	Feature	Core	transcript	differs	"factor" produces output hard for a program to use	reproduces		Feature		Core		keep	reproduces byte-identically after 9 years. NO COMMENT -- drafted one, judged not worth posting on the #650 standard: it mostly restated the participants' own asks back to them. The four unmet asks, banked here for whoever implements Dan's proposed uniform-output option: (1) constant factor absent when it is 1, so programs cannot rely on it; (2) exponents of 1 always shown; (3) constant last rather than first -- pzinn had moved it to the front in an experimental branch 'with no discernible issue' and Dan replied 'I must have had a reason for doing it that way at the time!', so the rationale is lost to both; (4) constant not in the coefficient ring -- factor(2*(x-1)*(x-2)^2) gives Power{R{2},1} with 2 in QQ[x] not QQ, which pzinn agreed should change. Two shapes not in the thread, also banked: factor(6*(y-1)) over ZZ[y] gives Power{S{6},1}, same coefficient-ring problem; and factor(1_R) degenerates to an empty Product. Feature/Core
684	2017-08-11	2026-08-14	DanGrayson	0	Feature	Interpreter	opaque	n/a	implement a new class "Stream" at top level	stands		Feature		Interpreter		keep	stands, unimplemented. Dan's 2017 sketch of a Stream class with a functional next-item-plus-rest protocol; 0 comments in 9 years, nobody has taken it up and there is no Stream class in Core or in any shipped package. Nothing to verify -- pure feature proposal, no repro. Feature. Interpreter for a new top-level class and its methods
686	2017-08-14	2026-08-14	mikestillman	1	Task	Core,Gröbner bases	m2	clean	kernel of ringmap should remember its Groebner basis	reproduces		Task		Gröbner bases		comment	reproduces, verified: I.cache is {} immediately after ker phi, so gb I starts from nothing (gbTrace shows a fresh registration, 4 gb elements, 8 spairs). New evidence Mike did not have: gens gb I == gens I is TRUE, so the recomputation is entirely redundant and forceGB would be recording a fact the code already holds. Mechanism unchanged at m2/ringmap.m2:331-333 -- gb in the graph ring, selectInSubring, then wrapped in 'ideal' which builds a fresh ideal carrying no computation; no forceGB anywhere in ringmap.m2, and the second algorithm at :293 has the same shape. Not a duplicate of #996 (same gap from the other end, ideal gens G, different fix site) or #2222 (partial GBs, different request); both cross-referenced in the comment. Type Task: internal optimization, no user-visible new capability
692	2017-09-06	2026-08-15	MarthaBernal	2	Bug	Core	m2	different-error	error message in selectVariables	reproduces		Bug		Core		comment	pn advances off before counting (polyrings.m2:251), unlike pg; every Lex/RevLex/Group* block comes back 0 vars
701	2017-10-30	2026-08-20	DanGrayson	6	Task	Documentation,build issue,good beginners' project	prose	n/a	list of packages	stands		Task				comment	Dan's 2018 archive plan done in fecbbf8aef (2020): 23 of 27 archived, NCAlgebra kept, Python/SubalgebraBases distributed, Flint deleted. NCAlgebraV2 the only stray. List order is not a topological sort: 110 wrong-way edges, 63 unrelated to Complexes; only Style/FirstPackage/Macaulay2Doc are declared prerequisites
708	2017-11-17	2026-08-15	DanGrayson	6	Bug	Interpreter	transcript	differs	floating point weirdness	stands		Bug		Interpreter		keep	binary->decimal conversion; commented 2026-08-08 from bugs/dan/1-real-output
715	2017-11-24	2026-08-15	Syzygies	1	Bug	build issue	prose	n/a	Symbolic link for M2 fails on OS X	stands		Bug		build issue		keep	commented 2026-08-05 from bugs/dan/1-M2-symlinks; wrapper $0 plus non-iterating readlink in initcurrentlayout
718	2017-12-17	2026-08-18	aarondall	1	Bug	package issue	transcript	differs	Posets package: Unexpected behavior of poset method	reproduces		Bug		package issue		keep	all four symptoms byte-identical; poset(List,Function)->poset(List,List,Matrix) still skips transitiveClosure
728	2018-01-15	2026-08-15	DanGrayson	0	Bug	Documentation	transcript	syntax	components of a vector	reproduces		Bug		Documentation		keep	no components(Vector) method; doc line dates to 647f7532b3 (1997)
732	2018-02-15	2026-08-15	pzinn	5	Bug	Engine,Gröbner bases	transcript	differs	Odd behavior of gb / poincare	reproduces		Bug		Engine,Gröbner bases	bug	comment	wrong dim, byte-identical; trim leaves StopWithMinimalGenerators GB on gens I, hint resumes it and it stops at degree 1 not 3
736	2018-02-22	2026-08-15	DanGrayson	4	Feature	Core	transcript	differs	concatenation of homogeneous matrices with degrees	reproduces						comment	not a dup of #607: f has deg {0} src {{1}}, g has deg {1} src {{0}}, so f|g needs two map degrees at once; #607's operands share a degree that is merely dropped. Feature re-read and kept: this is a design choice (twist the source). Dan said the same on #1031 in 2019
741	2018-02-26	2026-08-15	mikestillman	3	Feature	Core	m2	clean	resolution by homogenization refuses multigraded rings, so towers fall back to resolution by syzygies	stands		Feature	resolution by homogenization refuses multigraded rings, so towers fall back to resolution by syzygies	Core		comment	reported error fixed same day by a02c1eb3e2; Dan reopened for the multigraded ask, still unmet: resolutionByHomogenization returns null when degreeLength =!= 1 (Complexes/FreeResolution.m2:514), so bigraded towers fall back to Syzygies. Title describes the fixed error
747	2018-03-01	2026-08-15	naddington	2	Bug	Core,Gröbner bases	prose	n/a	trim over ZZ[x] returns a strictly smaller ideal	reproduces		Bug	trim over ZZ[x] returns a strictly smaller ideal	Core,Gröbner bases	bug	comment	trim over ZZ[..] returns a STRICTLY SMALLER ideal (y^2+1 lost); forcing gens gb first fixes both this and #4095. trim uses StopWithMinimalGenerators to avoid a full gb (matrix2.m2:228-230), unsound over ZZ; the only ZZ guard is ring M === ZZ at :281, which ZZ[x] fails. #146 (reporter's pointer) now passes
798	2018-06-04	2026-08-15	DanGrayson	3	Task	Core,Gröbner bases	transcript	syntax	not using cached result	reproduces		Task		Gröbner bases,Core		comment	still recomputes: Strategy=>F4 prints 'computing mgb F4' after a complete gb; Strategy=>null is silent, so only the strategy branch bypasses the cache. gb.m2:417-425 calls engineMGB unconditionally then forceGBs the result, no check for an existing complete gb. mikestillman agreed in 2018
799	2018-06-06	2026-08-15	DanGrayson	0	Bug	Core,Interpreter	transcript	syntax	improve the "package" command	reproduces		Bug		Interpreter,Core		keep	reproduces in 6 lines: symbol captured before loadPackage(...,Reload=>true) has package = null after; a fresh getGlobalSymbol gives a different object that still reports the package
815	2018-06-22	2026-08-15	DanGrayson	3	Bug	Core,Documentation	transcript	differs	example output lines need synchronization	stands		Bug		Documentation,Core		comment	symptom gone but NOT fixed: Dan removed the offending example in 72b5cd6db5 (2021-10-11) leaving ov_files.m2:157 '-- we don't illustrate the use of input here, because the documentation example parser can't handle it'. M2outputRE still at examples.m2:20. Re-checking help 'reading files' now renders fine -- a wrong-close trap
837	2018-08-14	2026-08-15	mahrud	10	Bug	Core	m2	clean	mingens for PIDs	reproduces		Bug		Core	bug	comment	reproduces both forms; ideal(5,5) is redundant not wrong. M2 HAS a Smith-normal-form PID trim strategy (matrix2.m2:301) but its guard needs a PolynomialRing with one generator over a FIELD, so ZZ[i]/(i^2+1) misses twice (QuotientRing; coefficientRing ZZ). Related to #44 (older, open) but that is ZZ[x,y], not a PID, needing GB-over-ZZ work
840	2018-08-16	2026-08-15	DanGrayson	1	Feature	Core	m2	clean	conflicts with imported packages	stands		Feature		Core		comment	ask unmet: export is silent, the error comes at the assignment ('protected global variable'). Dan's own reproducer has rotted -- Polyhedra no longer exports 'intersection' so it loads clean; repaired with ambDim. Wrong-close trap like #815
868	2018-10-16	2026-08-18	aarondall	3	Feature	package issue	transcript	syntax	RandomIdeals: improving class of output	reproduces		Feature		package issue		keep	4 of 5 still return Ideal: randomMonomialIdeal, randomSquareFreeMonomialIdeal, regSeq, squareFree(ZZ,Ring); only randomShellableIdeal gives MonomialIdeal. Dan pinged eisenbud in 2018, no reply; aarondall's PolynomialRing-only caveat still applies
872	2018-10-25	2026-08-15	antonleykin	6	Feature	Core	m2	clean	adjugate Matrix	stands		Feature		Core		comment	adjugate still absent from all of M2. Proposed code is correct (entries of A*M == entries of det(M)*id; matrix == is false only on degrees). Exact relation to exteriorPower(n-1,M), verified n=2,3,4: adjugate M == checkerboard-signed 180-rotation of transpose exteriorPower(n-1,M) -- so signs AND index reversal, and the two are inter-derivable
883	2018-11-10	2026-08-15	mikestillman	2	Task	Documentation	prose	n/a	selectInSubring	stands		Task		Documentation		comment	'block' still undefined: selectInSubring-doc.m2:15 uses it, :17 glosses 'block (or product) order', never defines. Root cause is a node that was never written -- ov_monomial_orderings.m2:114 has '-- Mike wanted this: TO "product orders"' commented out, predating the 2008 rename. Mike's selectColumns redesign and Dan's 'do you mean remove?' both unanswered
917	2019-01-24	2026-08-16	DanGrayson	0	Feature	Core	prose	n/a	reverse dictionary	stands				Core		keep	hasAttribute/getAttribute/ReverseDictionary still Symbols at top level in 1.26.06 (only visible after debug Core); ask unmet.  #1056 is Dan's own related-but-distinct cross-ref (net HashTable ignores the attributes); #957 is the same complaint about installLayout
927	2019-02-09	2026-08-16	DanGrayson	1	Bug	Interpreter	m2	different-error	give error message when installing method fails	reproduces		Bug		Interpreter		comment	still silent in 1.26.06: lookup(basis,ZZ,ZZ,LieAlgebra) is null, no error.  The arity check EXISTS -- without the 'List =>' annotation the same assignment errors 'expected method for ternary operator to be a function of 3 variables'.  d/hashtables.dd installIt(): the optionClass branch calls installIt recursively and DISCARDS its return value, then stores the typical value and returns success.  typicalValues gets the entry, the method table does not
936	2019-04-10	2026-08-16	ssario	15	Bug	Core	transcript	differs	A bug on the command "pdim" ?	reproduces		Bug		Core		keep	pdim(module I)=pdim(R^1/I)=2 still, isHomogeneous I false; no warning.  Thread live to 2026-04 (mikestillman, mahrud).  #3356 (2024) looks like the same defect from the other direction -- two presentations of the same module give pdim 1 and 0 -- but it is out of this batch's scope and left todo; revisit the pair together.  #3656 is distinct (report infinity over quotient rings)
974	2019-07-30	2026-08-16	kroner	19	Feature	Core,seeking a volunteer	prose	n/a	Can't take 'value' of a Hilbert series	reproduces		Feature		Core	good beginners' project	keep	value H still errors: 'not implemented : fraction fields of rings with inverses'.  Design thread unresolved 2019-2026; pzinn's Factor package (#1645) and a FactoredRingElement type are the live proposals.  'good beginners project' removed on Doug's call, per pzinn 2026-02 'a bit optimistic'; 'seeking a volunteer' left alone
